"","CAND_ID","CAND_ELECTION_YR","CMTE_ID","LINKAGE_ID"
"1243","H2IL01414",2022,"C00809939",244212
"1244","H2IL01430",2022,"C00813667",244731
"1245","H2IL02172",2022,"C00539866",235249
"1246","H2IL02198",2022,"C00800763",243108
"1247","H2IL02214",2022,"C00811646",245336
"1248","H2IL03147",2022,"C00776641",241758
"1249","H2IL03154",2022,"C00794040",242345
"1250","H2IL03162",2022,"C00796672",242632
"1251","H2IL03170",2022,"C00796235",243271
"1252","H2IL03188",2022,"C00803437",243431
"1253","H2IL04178",2022,"C00814954",245911
"1254","H2IL05191",2022,"C00764928",237387
"1255","H2IL05209",2022,"C00781120",241026
"1256","H2IL05217",2022,"C00801175",243170
"1257","H2IL05225",2022,"C00812305",244531
"1258","H2IL05241",2022,"C00819870",245390
"1259","H2IL06082",2022,"C00772640",240167
"1260","H2IL06090",2022,"C00783134",241309
"1261","H2IL06116",2022,"C00794479",242400
"1262","H2IL06116",2022,"C00775254",245581
"1263","H2IL06124",2022,"C00799247",242950
"1264","H2IL06132",2022,"C00800029",243050
"1265","H2IL08146",2022,"C00767194",240376
"1266","H2IL08153",2022,"C00784330",241451
"1267","H2IL08161",2022,"C00797381",242747
"1268","H2IL08179",2022,"C00804419",243564
"1269","H2IL08187",2022,"C00809186",244100
"1270","H2IL08195",2022,"C00809228",244101
"1271","H2IL08203",2022,"C00798108",244546
"1272","H2IL09136",2022,"C00805200",243643
"1273","H2IL09144",2022,"C00809822",244189
"1274","H2IL10068",2022,"C00495952",235588
"1275","H2IL10118",2022,"C00765685",239259
"1276","H2IL11157",2022,"C00801316",243176
"1277","H2IL11165",2022,"C00802470",243290
"1278","H2IL11173",2022,"C00802553",243291
"1279","H2IL11181",2022,"C00803056",243380
"1280","H2IL11207",2022,"C00805960",243770
"1281","H2IL11264",2022,"C00811554",244431
"1282","H2IL12148",2022,"C00781047",240993
"1283","H2IL12197",2022,"C00812800",244602
"1284","H2IL13120",2022,"C00521948",235316
"1285","H2IL13146",2022,"C00768366",240707
"1286","H2IL13153",2022,"C00787812",241801
"1287","H2IL13161",2022,"C00801670",243200
"1288","H2IL13179",2022,"C00798298",245582
"1289","H2IL13179",2022,"C00802355",243272
"1290","H2IL13187",2022,"C00804013",243503
"1291","H2IL13195",2022,"C00804393",243537
"1292","H2IL13203",2022,"C00810390",244252
"1293","H2IL13211",2022,"C00825067",245757
"1294","H2IL14086",2022,"C00792739",242253
"1295","H2IL14094",2022,"C00794537",242429
"1296","H2IL14102",2022,"C00802264",243263
"1297","H2IL14102",2022,"C00775262",245583
"1298","H2IL14110",2022,"C00802405",243273
"1299","H2IL14128",2022,"C00812909",244632
"1300","H2IL14136",2022,"C00816264",245246
"1301","H2IL15109",2022,"C00818831",245430
"1302","H2IL16065",2022,"C00771378",240028
"1303","H2IL16073",2022,"C00771519",240038
"1304","H2IL16081",2022,"C00768754",239612
"1305","H2IL16099",2022,"C00781146",241035
"1306","H2IL16107",2022,"C00798280",245584
"1307","H2IL16107",2022,"C00770347",239881
"1308","H2IL16115",2022,"C00776963",240523
"1309","H2IL16123",2022,"C00786228",241692
"1310","H2IL16131",2022,"C00811109",244378
"1311","H2IL16149",2022,"C00816470",245007
"1312","H2IL16149",2022,"C00828095",245930
"1313","H2IL16156",2022,"C00822114",245540
"1314","H2IL17071",2022,"C00498568",235497
"1315","H2IL17105",2022,"C00771485",240039
"1316","H2IL17113",2022,"C00792077",242174
"1317","H2IL17121",2022,"C00791459",242279
"1318","H2IL17139",2022,"C00793877",242324
"1319","H2IL17147",2022,"C00793935",242364
"1320","H2IL17154",2022,"C00795732",242550
"1321","H2IL17162",2022,"C00798751",242882
"1322","H2IL17170",2022,"C00777243",243109
"1323","H2IL17188",2022,"C00806950",243872
"1324","H2IL17196",2022,"C00808188",243992
"1325","H2IL18061",2022,"C00767855",239473
"1326","H2IN01172",2022,"C00782797",241261
"1327","H2IN01172",2022,"C00798272",245043
"1328","H2IN01180",2022,"C00798785",242883
"1329","H2IN01198",2022,"C00800888",243134
"1330","H2IN01206",2022,"C00803015",243381
"1331","H2IN01214",2022,"C00805481",243691
"1332","H2IN01222",2022,"C00801712",243832
"1333","H2IN02261",2022,"C00803148",243402
"1334","H2IN02279",2022,"C00808774",244102
"1335","H2IN02287",2022,"C00822742",245586
"1336","H2IN02295",2022,"C00822767",245598
"1337","H2IN02303",2022,"C00823294",245624
"1338","H2IN02311",2022,"C00821827",245780
"1339","H2IN03186",2022,"C00766386",239329
"1340","H2IN03194",2022,"C00780015",240887
"1341","H2IN03202",2022,"C00798215",242811
"1342","H2IN03228",2022,"C00808758",244032
"1343","H2IN03236",2022,"C00799833",244762
"1344","H2IN04168",2022,"C00800938",243135
"1345","H2IN04184",2022,"C00818245",245187
"1346","H2IN05157",2022,"C00800516",243110
"1347","H2IN06288",2022,"C00766394",239330
"1348","H2IN06304",2022,"C00805036",243625
"1349","H2IN07088",2022,"C00809160",244352
"1350","H2IN07153",2022,"C00784769",241503
"1351","H2IN07161",2022,"C00789412",241907
"1352","H2IN07179",2022,"C00801415",243382
"1353","H2IN07187",2022,"C00803718",243451
"1354","H2IN07195",2022,"C00805150",243644
"1355","H2IN07211",2022,"C00808873",244763
"1356","H2IN08151",2022,"C00772129",240107
"1357","H2IN08169",2022,"C00801084",243164
"1358","H2IN08177",2022,"C00806067",243771
"1359","H2IN08185",2022,"C00809160",244079
"1360","H2IN09084",2022,"C00803205",244353
"1361","H2IN09191",2022,"C00778753",240734
"1362","H2IN09209",2022,"C00781344",241045
"1363","H2IN09217",2022,"C00785329",241586
"1364","H2IN09225",2022,"C00789669",241929
"1365","H2IN09233",2022,"C00795880",242564
"1366","H2IN09258",2022,"C00801662",243201
"1367","H2IN09266",2022,"C00803023",243383
"1368","H2IN09282",2022,"C00803809",243452
"1369","H2IN90019",2022,"C00762542",238052
"1370","H2KS01079",2022,"C00818716",245272
"1371","H2KS02143",2022,"C00783712",241400
"1372","H2KS02150",2022,"C00802835",243353
"1373","H2KS02168",2022,"C00805077",243614
"1374","H2KS03166",2022,"C00799403",242974
"1375","H2KS03174",2022,"C00815555",244947
"1376","H2KS04149",2022,"C00818369",245457
"1377","H2KY01077",2022,"C00783050",241285
"1378","H2KY01085",2022,"C00787754",241802
"1379","H2KY02125",2022,"C00770057",239849
"1380","H2KY02141",2022,"C00783985",241401
"1381","H2KY02158",2022,"C00800052",243051
"1382","H2KY02166",2022,"C00803379",243403
"1383","H2KY03172",2022,"C00783704",241375
"1384","H2KY03180",2022,"C00788646",241869
"1385","H2KY03206",2022,"C00791392",242102
"1386","H2KY03214",2022,"C00794982",242456
"1387","H2KY03222",2022,"C00799932",244190
"1388","H2KY03230",2022,"C00804641",243565
"1389","H2KY03248",2022,"C00807008",243858
"1390","H2KY04121",2022,"C00509729",235315
"1391","H2KY04196",2022,"C00769596",239914
"1392","H2KY04204",2022,"C00801001",243154
"1393","H2KY04212",2022,"C00798066",242800
"1394","H2KY04220",2022,"C00799015",242921
"1395","H2KY04238",2022,"C00799676",242993
"1396","H2KY04246",2022,"C00809335",244104
"1397","H2KY05151",2022,"C00780452",240933
"1398","H2KY05169",2022,"C00799759",243014
"1399","H2KY05177",2022,"C00803460",243453
"1400","H2KY05185",2022,"C00811497",244432
"1401","H2KY06175",2022,"C00772798",240168
"1402","H2KY06191",2022,"C00797662",242729
"1403","H2KY06209",2022,"C00798090",242801
"1404","H2KY06217",2022,"C00818526",245797
"1405","H2LA01109",2022,"C00820779",245472
"1406","H2LA02131",2022,"C00763235",238632
"1407","H2LA02149",2022,"C00763649",240711
"1408","H2LA02297",2022,"C00821413",245506
"1409","H2LA03089",2022,"C00781260",241036
"1410","H2LA03105",2022,"C00819961",245391
"1411","H2LA03113",2022,"C00820365",245441
"1412","H2LA03121",2022,"C00822031",245553
"1413","H2LA05126",2022,"C00766428",242720
"1414","H2LA05274",2022,"C00822395",245572
"1415","H2LA06041",2022,"C00821785",245529
"1416","H2LA06058",2022,"C00822981",245604
"1417","H2MA01228",2022,"C00810093",244213
"1418","H2MA02077",2022,"C00770735",239968
"1419","H2MA02085",2022,"C00774240",240249
"1420","H2MA02093",2022,"C00778530",240708
"1421","H2MA03141",2022,"C00796573",242633
"1422","H2MA03158",2022,"C00796961",242652
"1423","H2MA04115",2022,"C00791517",242137
"1424","H2MA04123",2022,"C00822668",245587
"1425","H2MA05153",2022,"C00815027",244863
"1426","H2MA06086",2022,"C00800672",243136
"1427","H2MA06094",2022,"C00816181",244978
"1428","H2MA07100",2022,"C00790121",244489
"1429","H2MA08074",2022,"C00764563",237967
"1430","H2MA08082",2022,"C00806851",243859
"1431","H2MA09072",2022,"C00366948",234862
"1432","H2MA09221",2022,"C00764084",238161
"1433","H2MA09239",2022,"C00771709",240898
"1434","H2MA09247",2022,"C00791400",242104
"1435","H2MA09254",2022,"C00816603",245017
"1436","H2MD01220",2022,"C00767657",239443
"1437","H2MD01238",2022,"C00774612",240288
"1438","H2MD02160",2022,"C00376673",234829
"1439","H2MD02301",2022,"C00772582",240151
"1440","H2MD02319",2022,"C00783753",241389
"1441","H2MD02327",2022,"C00800722",243192
"1442","H2MD02335",2022,"C00801977",243221
"1443","H2MD02343",2022,"C00805762",243709
"1444","H2MD02350",2022,"C00812776",244586
"1445","H2MD02368",2022,"C00812891",244616
"1446","H2MD02376",2022,"C00816041",244956
"1447","H2MD03176",2022,"C00770289",239901
"1448","H2MD03184",2022,"C00771162",239997
"1449","H2MD03192",2022,"C00788513",241852
"1450","H2MD03200",2022,"C00802421",243274
"1451","H2MD03218",2022,"C00805382",243673
"1452","H2MD03226",2022,"C00810903",244354
"1453","H2MD03234",2022,"C00809103",244105
"1454","H2MD04307",2022,"C00781930",241130
"1455","H2MD04315",2022,"C00792283",242208
"1456","H2MD04323",2022,"C00792382",242209
"1457","H2MD04331",2022,"C00793653",242317
"1458","H2MD04349",2022,"C00793752",242325
"1459","H2MD04356",2022,"C00801290",243202
"1460","H2MD04364",2022,"C00810143",244226
"1461","H2MD04372",2022,"C00811562",244452
"1462","H2MD05155",2022,"C00140715",234817
"1463","H2MD05155",2022,"C00513002",235442
"1464","H2MD05528",2022,"C00765388",238062
"1465","H2MD05536",2022,"C00765412",238063
"1466","H2MD05544",2022,"C00795302",242565
"1467","H2MD05551",2022,"C00802256",243264
"1468","H2MD05569",2022,"C00820563",245458
"1469","H2MD05585",2022,"C00814657",245497
"1470","H2MD06138",2022,"C00792911",243331
"1471","H2MD06260",2022,"C00771204",240123
"1472","H2MD06278",2022,"C00772418",240144
"1473","H2MD06294",2022,"C00791178",242074
"1474","H2MD06302",2022,"C00790493",242090
"1475","H2MD06328",2022,"C00812933",244622
"1476","H2MD07094",2022,"C00784363",241461
"1477","H2MD08183",2022,"C00784249",241446
"1478","H2MD08191",2022,"C00797159",242676
"1479","H2MD08209",2022,"C00802330",243275
"1480","H2MD08217",2022,"C00804922",243638
"1481","H2ME01131",2022,"C00788299",241859
"1482","H2ME01149",2022,"C00801092",243155
"1483","H2ME01156",2022,"C00805291",243692
"1484","H2ME02162",2022,"C00772178",240096
"1485","H2ME02188",2022,"C00780734",240962
"1486","H2ME02196",2022,"C00784819",241504
"1487","H2ME02204",2022,"C00795294",242501
"1488","H2ME02212",2022,"C00794305",242378
"1489","H2ME02220",2022,"C00794990",242457
"1490","H2ME02238",2022,"C00795427",242502
"1491","H2MI01142",2022,"C00787101",241753
"1492","H2MI01159",2022,"C00820688",245781
"1493","H2MI02157",2022,"C00804757",243615
"1494","H2MI02165",2022,"C00804955",243616
"1495","H2MI03163",2022,"C00773069",240328
"1496","H2MI03171",2022,"C00773069",240496
"1497","H2MI03189",2022,"C00777656",240605
"1498","H2MI03197",2022,"C00793166",242280
"1499","H2MI03205",2022,"C00805531",243710
"1500","H2MI04260",2022,"C00801118",243166
"1501","H2MI04278",2022,"C00807800",243952
"1502","H2MI04286",2022,"C00823427",245648
"1503","H2MI05119",2022,"C00499947",235546
"1504","H2MI05168",2022,"C00781070",241012
"1505","H2MI05176",2022,"C00806901",243873
"1506","H2MI06109",2022,"C00775189",240329
"1507","H2MI06117",2022,"C00775411",240347
"1508","H2MI06125",2022,"C00773739",240497
"1509","H2MI06133",2022,"C00786780",241818
"1510","H2MI06141",2022,"C00790485",241983
"1511","H2MI06158",2022,"C00806927",243860
"1512","H2MI06166",2022,"C00812859",244835
"1513","H2MI07115",2022,"C00787598",241785
"1514","H2MI07123",2022,"C00793976",242430
"1515","H2MI07123",2022,"C00798686",245701
"1516","H2MI07131",2022,"C00812560",244567
"1517","H2MI08154",2022,"C00757633",239009
"1518","H2MI08162",2022,"C00788489",241860
"1519","H2MI08170",2022,"C00790253",241984
"1520","H2MI08196",2022,"C00810770",244302
"1521","H2MI08204",2022,"C00813287",244663
"1522","H2MI09152",2022,"C00799619",242994
"1523","H2MI10127",2022,"C00793943",242346
"1524","H2MI10135",2022,"C00800920",243177
"1525","H2MI10143",2022,"C00801563",243193
"1526","H2MI10150",2022,"C00798694",245702
"1527","H2MI10150",2022,"C00803502",243433
"1528","H2MI10168",2022,"C00807024",243874
"1529","H2MI10176",2022,"C00807727",243953
"1530","H2MI10184",2022,"C00809954",244197
"1531","H2MI11232",2022,"C00788588",241861
"1532","H2MI11240",2022,"C00792754",242239
"1533","H2MI11257",2022,"C00804278",243538
"1534","H2MI11265",2022,"C00813402",244677
"1535","H2MI12164",2022,"C00802462",243292
"1536","H2MI12172",2022,"C00806125",243789
"1537","H2MI12180",2022,"C00805366",243693
"1538","H2MI12198",2022,"C00812644",244568
"1539","H2MI12206",2022,"C00812784",244664
"1540","H2MI13196",2022,"C00798033",242789
"1541","H2MI13204",2022,"C00798132",242802
"1542","H2MI13212",2022,"C00799700",243015
"1543","H2MI13220",2022,"C00736926",243016
"1544","H2MI13238",2022,"C00801373",243178
"1545","H2MI13246",2022,"C00801761",243203
"1546","H2MI13253",2022,"C00803007",243405
"1547","H2MI13261",2022,"C00804500",243583
"1548","H2MI13261",2022,"C00667105",243489
"1549","H2MI13279",2022,"C00669598",243566
"1550","H2MI13287",2022,"C00807438",243939
"1551","H2MI13295",2022,"C00805424",243711
"1552","H2MI13303",2022,"C00805457",243694
"1553","H2MI13311",2022,"C00806844",243861
"1554","H2MI13329",2022,"C00807107",243875
"1555","H2MI13337",2022,"C00808642",244054
"1556","H2MI13345",2022,"C00809855",244198
"1557","H2MI13352",2022,"C00809277",244106
"1558","H2MI13360",2022,"C00813048",244634
"1559","H2MI13378",2022,"C00814319",244785
"1560","H2MI13386",2022,"C00821165",245498
"1561","H2MI13394",2022,"C00817387",245079
"1562","H2MI14111",2022,"C00552588",235406
"1563","H2MI43011",2022,"C00765339",238578
"1564","H2MI87018",2022,"C00791905",242163
"1565","H2MN01165",2022,"C00806638",243833
"1566","H2MN01173",2022,"C00807255",243883
"1567","H2MN01181",2022,"C00807651",243946
"1568","H2MN01199",2022,"C00807693",243973
"1569","H2MN01207",2022,"C00807701",243954
"1570","H2MN01223",2022,"C00807743",243956
"1571","H2MN01231",2022,"C00808006",243993
"1572","H2MN01249",2022,"C00808329",244010
"1573","H2MN01256",2022,"C00809368",244137
"1574","H2MN01264",2022,"C00809400",244163
"1575","H2MN01280",2022,"C00809897",244199
"1576","H2MN01298",2022,"C00810333",244253
"1577","H2MN01306",2022,"C00811018",244355
"1578","H2MN01322",2022,"C00808352",244965
"1579","H2MN01348",2022,"C00815191",244966
"1580","H2MN03096",2022,"C00764811",237629
"1581","H2MN03104",2022,"C00775338",245725
"1582","H2MN03104",2022,"C00792002",242164
"1583","H2MN03112",2022,"C00796110",242598
"1584","H2MN03120",2022,"C00798975",242922
"1585","H2MN04144",2022,"C00772350",240138
"1586","H2MN04144",2022,"C00772368",240139
"1587","H2MN04151",2022,"C00781997",241131
"1588","H2MN04169",2022,"C00790378",241985
"1589","H2MN04177",2022,"C00805432",243695
"1590","H2MN04185",2022,"C00820654",245541
"1591","H2MN05158",2022,"C00779033",240776
"1592","H2MN05166",2022,"C00784843",241526
"1593","H2MN05174",2022,"C00790915",242063
"1594","H2MN05190",2022,"C00806133",243806
"1595","H2MN05208",2022,"C00807974",243994
"1596","H2MN06214",2022,"C00795682",242551
"1597","H2MN07105",2022,"C00772830",240170
"1598","H2MN07113",2022,"C00767137",240409
"1599","H2MN07121",2022,"C00783605",241364
"1600","H2MN07139",2022,"C00784454",241462
"1601","H2MN07147",2022,"C00805804",243730
"1602","H2MN07162",2022,"C00817437",245080
"1603","H2MN08145",2022,"C00794107",242347
"1604","H2MN08152",2022,"C00810416",244265
"1605","H2MO01161",2022,"C00765693",239268
"1606","H2MO01179",2022,"C00786475",241702
"1607","H2MO01187",2022,"C00794933",242444
"1608","H2MO01195",2022,"C00795203",242485
"1609","H2MO01203",2022,"C00800300",243062
"1610","H2MO01211",2022,"C00806471",243834
"1611","H2MO01229",2022,"C00810838",244303
"1612","H2MO02102",2022,"C00495846",235496
"1613","H2MO02169",2022,"C00768895",239868
"1614","H2MO02177",2022,"C00769869",240250
"1615","H2MO02185",2022,"C00780650",240963
"1616","H2MO02193",2022,"C00784074",241420
"1617","H2MO02201",2022,"C00785923",241641
"1618","H2MO02219",2022,"C00799254",242975
"1619","H2MO02227",2022,"C00806794",243957
"1620","H2MO03142",2022,"C00769158",239656
"1621","H2MO03159",2022,"C00789685",241930
"1622","H2MO03167",2022,"C00806190",243790
"1623","H2MO03175",2022,"C00809624",244185
"1624","H2MO03183",2022,"C00813626",244706
"1625","H2MO04124",2022,"C00780031",240899
"1626","H2MO04132",2022,"C00782433",241201
"1627","H2MO04140",2022,"C00783464",241338
"1628","H2MO04157",2022,"C00783928",241402
"1629","H2MO04165",2022,"C00783852",241421
"1630","H2MO04173",2022,"C00786889",241765
"1631","H2MO04181",2022,"C00792317",242210
"1632","H2MO04199",2022,"C00792473",242215
"1633","H2MO04207",2022,"C00792598",242240
"1634","H2MO04215",2022,"C00794156",242365
"1635","H2MO04223",2022,"C00798876",242902
"1636","H2MO04231",2022,"C00806711",243845
"1637","H2MO05378",2022,"C00817064",245064
"1638","H2MO06236",2022,"C00796474",242615
"1639","H2MO06236",2022,"C00799320",242951
"1640","H2MO06269",2022,"C00811869",245542
"1641","H2MO07119",2022,"C00780189",240900
"1642","H2MO07127",2022,"C00786855",241743
"1643","H2MO07135",2022,"C00788273",241839
"1644","H2MO07143",2022,"C00788414",241862
"1645","H2MO07150",2022,"C00790345",242002
"1646","H2MO07168",2022,"C00790634",242015
"1647","H2MO07176",2022,"C00800078",243052
"1648","H2MO07184",2022,"C00805838",243807
"1649","H2MO07192",2022,"C00810317",244244
"1650","H2MO07200",2022,"C00812339",244547
"1651","H2MO08083",2022,"C00772095",240097
"1652","H2MO08091",2022,"C00810861",244334
"1653","H2MS01130",2022,"C00775452",240348
"1654","H2MS01148",2022,"C00808105",244107
"1655","H2MS02161",2022,"C00792531",242226
"1656","H2MS02203",2022,"C00781468",245219
"1657","H2MS03136",2022,"C00783639",241365
"1658","H2MS03144",2022,"C00786699",241732
"1659","H2MS03151",2022,"C00808519",244033
"1660","H2MS04233",2022,"C00768028",239489
"1661","H2MS04241",2022,"C00769620",239768
"1662","H2MS04258",2022,"C00776393",240425
"1663","H2MS04266",2022,"C00779124",240785
"1664","H2MS04274",2022,"C00788794",241877
"1665","H2MS04282",2022,"C00788265",241893
"1666","H2MS04290",2022,"C00791095",242064
"1667","H2MS04308",2022,"C00792689",242242
"1668","H2MS04316",2022,"C00793141",242288
"1669","H2MS04324",2022,"C00810747",244304
"1670","H2MS04332",2022,"C00786491",245094
"1671","H2MT00112",2022,"C00792051",242186
"1672","H2MT01094",2022,"C00714295",241490
"1673","H2MT01102",2022,"C00791939",242176
"1674","H2MT01110",2022,"C00794511",242923
"1675","H2MT01128",2022,"C00803619",243434
"1676","H2MT01136",2022,"C00812768",244587
"1677","H2MT02068",2022,"C00779694",240850
"1678","H2MT02076",2022,"C00783084",241310
"1679","H2MT02084",2022,"C00783381",241311
"1680","H2MT02092",2022,"C00783696",241376
"1681","H2MT02100",2022,"C00721019",241463
"1682","H2MT02118",2022,"C00792440",242216
"1683","H2MT02134",2022,"C00795054",242458
"1684","H2MT02142",2022,"C00802777",243332
"1685","H2MT02159",2022,"C00804344",243539
"1686","H2MT02167",2022,"C00809491",244138
"1687","H2MT02175",2022,"C00810630",244281
"1688","H2NC01214",2022,"C00737684",238831
"1689","H2NC01222",2022,"C00768697",239594
"1690","H2NC01230",2022,"C00791384",242585
"1691","H2NC01248",2022,"C00809772",244191
"1692","H2NC01255",2022,"C00808675",244273
"1693","H2NC02188",2022,"C00793513",244588
"1694","H2NC02220",2022,"C00790055",241958
"1695","H2NC02238",2022,"C00696104",242459
"1696","H2NC02246",2022,"C00795500",242503
"1697","H2NC02253",2022,"C00795799",242552
"1698","H2NC02261",2022,"C00797233",242695
"1699","H2NC02279",2022,"C00795955",242580
"1700","H2NC02287",2022,"C00795211",242581
"1701","H2NC02295",2022,"C00796342",242599
"1702","H2NC02303",2022,"C00796268",242679
"1703","H2NC02311",2022,"C00797704",242730
"1704","H2NC03095",2022,"C00782565",241235
"1705","H2NC03103",2022,"C00784942",241545
"1706","H2NC03111",2022,"C00795898",242566
"1707","H2NC03129",2022,"C00795369",243386
"1708","H2NC03137",2022,"C00807388",243913
"1709","H2NC03152",2022,"C00807685",243958
"1710","H2NC03160",2022,"C00808394",244034
"1711","H2NC04101",2022,"C00772632",240152
"1712","H2NC04119",2022,"C00780445",240923
"1713","H2NC04127",2022,"C00782870",241269
"1714","H2NC04135",2022,"C00792101",242177
"1715","H2NC04143",2022,"C00793372",242296
"1716","H2NC04150",2022,"C00794560",242431
"1717","H2NC04168",2022,"C00794610",242415
"1718","H2NC04176",2022,"C00795351",242486
"1719","H2NC04184",2022,"C00796136",242586
"1720","H2NC04192",2022,"C00797506",242696
"1721","H2NC04200",2022,"C00797563",242711
"1722","H2NC05157",2022,"C00766162",239301
"1723","H2NC05165",2022,"C00770115",240434
"1724","H2NC06080",2022,"C00788257",241845
"1725","H2NC06098",2022,"C00793380",242326
"1726","H2NC06106",2022,"C00769463",242379
"1727","H2NC06114",2022,"C00794727",242445
"1728","H2NC06122",2022,"C00794909",242446
"1729","H2NC06130",2022,"C00799536",243017
"1730","H2NC06155",2022,"C00810408",244255
"1731","H2NC06163",2022,"C00788174",244901
"1732","H2NC06171",2022,"C00822015",245543
"1733","H2NC07096",2022,"C00501643",235226
"1734","H2NC07104",2022,"C00769257",239686
"1735","H2NC07138",2022,"C00777748",240606
"1736","H2NC07146",2022,"C00783480",241422
"1737","H2NC07153",2022,"C00788505",241853
"1738","H2NC07161",2022,"C00794495",242401
"1739","H2NC07179",2022,"C00795237",242479
"1740","H2NC07187",2022,"C00795724",242567
"1741","H2NC07195",2022,"C00800946",243156
"1742","H2NC07203",2022,"C00798553",242866
"1743","H2NC08185",2022,"C00504522",235203
"1744","H2NC08185",2022,"C00548818",235190
"1745","H2NC08227",2022,"C00778340",240735
"1746","H2NC08235",2022,"C00789792",241942
"1747","H2NC09175",2022,"C00776617",240466
"1748","H2NC09183",2022,"C00781575",241091
"1749","H2NC09191",2022,"C00788471",241854
"1750","H2NC09209",2022,"C00814400",244821
"1751","H2NC09217",2022,"C00814301",244786
"1752","H2NC10116",2022,"C00774729",240331
"1753","H2NC10124",2022,"C00807594",243947
"1754","H2NC10124",2022,"C00807818",243974
"1755","H2NC10132",2022,"C00807016",244902
"1756","H2NC11148",2022,"C00770578",239938
"1757","H2NC11155",2022,"C00771360",240031
"1758","H2NC11163",2022,"C00776104",240396
"1759","H2NC11171",2022,"C00776252",240427
"1760","H2NC11189",2022,"C00776567",240447
"1761","H2NC11197",2022,"C00777169",240535
"1762","H2NC11205",2022,"C00779405",240801
"1763","H2NC11221",2022,"C00782540",241228
"1764","H2NC11239",2022,"C00784561",241474
"1765","H2NC11247",2022,"C00785543",241615
"1766","H2NC11254",2022,"C00786277",241681
"1767","H2NC11262",2022,"C00788778",241878
"1768","H2NC12203",2022,"C00769166",239657
"1769","H2NC12211",2022,"C00776922",240499
"1770","H2NC12229",2022,"C00777565",240595
"1771","H2NC12237",2022,"C00777425",240568
"1772","H2NC12252",2022,"C00798140",242812
"1773","H2NC12278",2022,"C00810598",244903
"1774","H2NC13110",2022,"C00499236",235202
"1775","H2NC13151",2022,"C00783738",241390
"1776","H2NC13169",2022,"C00784199",241447
"1777","H2NC13177",2022,"C00787465",241786
"1778","H2NC13185",2022,"C00790329",241986
"1779","H2NC13193",2022,"C00790816",242037
"1780","H2NC13201",2022,"C00793448",242297
"1781","H2NC13227",2022,"C00796441",242601
"1782","H2NC13235",2022,"C00796854",242641
"1783","H2NC13243",2022,"C00802298",243265
"1784","H2NC13268",2022,"C00808527",244055
"1785","H2NC13276",2022,"C00813030",244635
"1786","H2NC13284",2022,"C00813246",244904
"1787","H2NC14019",2022,"C00763045",241678
"1788","H2NC14027",2022,"C00789305",241908
"1789","H2NC14035",2022,"C00795088",242461
"1790","H2NC14050",2022,"C00796433",243884
"1791","H2NC14068",2022,"C00797548",242697
"1792","H2NC14076",2022,"C00767400",243835
"1793","H2NC14084",2022,"C00807560",243948
"1794","H2ND01014",2022,"C00810994",244356
"1795","H2ND01022",2022,"C00823815",245669
"1796","H2NE01092",2022,"C00794065",242367
"1797","H2NE01100",2022,"C00794461",242417
"1798","H2NE01118",2022,"C00801241",243179
"1799","H2NE01159",2022,"C00804666",243584
"1800","H2NE02124",2022,"C00723007",241377
"1801","H2NE02132",2022,"C00784371",241464
"1802","H2NE02140",2022,"C00791483",242130
"1803","H2NE02157",2022,"C00809301",244139
"1804","H2NH00025",2022,"C00818922",245823
"1805","H2NH00025",2022,"C00779918",240888
"1806","H2NH00025",2022,"C00821645",245770
"1807","H2NH01254",2022,"C00770503",239917
"1808","H2NH01262",2022,"C00783720",241391
"1809","H2NH01270",2022,"C00784884",241546
"1810","H2NH01270",2022,"C00775353",245817
"1811","H2NH01270",2022,"C00773697",245771
"1812","H2NH01288",2022,"C00789008",241894
"1813","H2NH01296",2022,"C00809798",244192
"1814","H2NH01304",2022,"C00816066",244958
"1815","H2NH02211",2022,"C00762799",239982
"1816","H2NH02229",2022,"C00788331",241846
"1817","H2NH02237",2022,"C00789198",241897
"1818","H2NH02245",2022,"C00790683",242016
"1819","H2NH02252",2022,"C00793349",242299
"1820","H2NH02260",2022,"C00800458",243111
"1821","H2NH02294",2022,"C00816439",245157
"1822","H2NH03011",2022,"C00824052",245703
"1823","H2NJ01120",2022,"C00789388",241904
"1824","H2NJ01138",2022,"C00801852",243235
"1825","H2NJ01153",2022,"C00808410",244035
"1826","H2NJ01161",2022,"C00809780",244714
"1827","H2NJ01179",2022,"C00809780",244747
"1828","H2NJ01187",2022,"C00815084",244870
"1829","H2NJ02193",2022,"C00767350",239444
"1830","H2NJ02201",2022,"C00770107",239852
"1831","H2NJ02219",2022,"C00779843",240869
"1832","H2NJ02227",2022,"C00794123",242368
"1833","H2NJ02235",2022,"C00795013",242474
"1834","H2NJ02243",2022,"C00813592",244715
"1835","H2NJ02250",2022,"C00817007",245045
"1836","H2NJ03233",2022,"C00784090",241434
"1837","H2NJ03241",2022,"C00789941",241952
"1838","H2NJ03258",2022,"C00793646",242319
"1839","H2NJ03258",2022,"C00775361",245726
"1840","H2NJ03266",2022,"C00793901",242349
"1841","H2NJ03274",2022,"C00801043",243157
"1842","H2NJ03282",2022,"C00803510",243567
"1843","H2NJ03290",2022,"C00803973",244080
"1844","H2NJ03308",2022,"C00813568",244716
"1845","H2NJ03316",2022,"C00818252",245188
"1846","H2NJ04181",2022,"C00785980",241657
"1847","H2NJ04199",2022,"C00794693",242418
