"","DRA.Office","ID","State","Dem.2020.Pres.%","Rep.2020.Pres.%","2020.White.%","Dem-Rep.2020"
"125","Representative","5","GA",0.826684824755528,0.161434056684582,0.357869244331407,0.665250768070946
"126","Representative","6","GA",0.418357061257404,0.565966188908195,0.637010936617804,-0.147609127650792
"127","Representative","7","GA",0.622747478463472,0.364627977559091,0.29524777915589,0.258119500904381
"128","Representative","8","GA",0.35672774821568,0.633005224318811,0.579142792915246,-0.27627747610313
"129","Representative","9","GA",0.304145738465562,0.683004817867359,0.647044908297468,-0.378859079401797
"130","Representative","10","GA",0.376481891739521,0.610691589180834,0.635818515686774,-0.234209697441313
"131","Representative","11","GA",0.415314285117537,0.568216944975302,0.613307159371459,-0.152902659857765
"132","Representative","12","GA",0.443327153685495,0.544775068641025,0.521270728341105,-0.10144791495553
"133","Representative","13","GA",0.796806016856972,0.193270589877674,0.163507973081945,0.603535426979298
"134","Representative","14","GA",0.306571654790182,0.68086859622885,0.680734772295085,-0.374296941438667
"135","Representative","1","HI",0.638825620103622,0.344511944391803,0.147718527798236,0.294313675711819
"136","Representative","2","HI",0.63592358157111,0.340958893886661,0.284085358826467,0.294964687684448
"137","Representative","1","IA",0.475169252764812,0.504001794149391,0.8338331761921,-0.0288325413845787
"138","Representative","2","IA",0.46785491493275,0.51174321683344,0.859299714514618,-0.0438883019006908
"139","Representative","3","IA",0.488111263850407,0.491558581851248,0.788439861526097,-0.00344731800084042
"140","Representative","4","IA",0.360574172079716,0.620280209727526,0.826131925856741,-0.25970603764781
"141","Representative","1","ID",0.295224988326657,0.676839417248844,0.800312760656536,-0.381614428922187
"142","Representative","2","ID",0.369038314906595,0.598467880289745,0.777109095397438,-0.229429565383149
"143","Representative","1","IL",0.704906060491309,0.281201819824401,0.360600097919931,0.423704240666908
"144","Representative","2","IL",0.692923292084164,0.292914924708561,0.333344390236136,0.400008367375602
"145","Representative","3","IL",0.697242345165288,0.282908988322536,0.390790749883571,0.414333356842752
"146","Representative","4","IL",0.722639378853318,0.258699845043025,0.234102937995985,0.463939533810293
"147","Representative","5","IL",0.689654400517342,0.292032184651354,0.713328123320733,0.397622215865989
"148","Representative","6","IL",0.545114307388711,0.436349018728215,0.720519532903352,0.108765288660495
"149","Representative","7","IL",0.856261209645277,0.127942531885213,0.29480666120898,0.728318677760064
"150","Representative","8","IL",0.567779819373713,0.413671965157651,0.544271617682376,0.154107854216062
"151","Representative","9","IL",0.698444751199632,0.284872148820088,0.592278920545539,0.413572602379544
"152","Representative","10","IL",0.619839381822476,0.361199687311951,0.578921739684241,0.258639694510525
"153","Representative","11","IL",0.565969237401977,0.412968556534358,0.62977774298539,0.15300068086762
"154","Representative","12","IL",0.277159097727101,0.704932658219923,0.868624092283564,-0.427773560492822
"155","Representative","13","IL",0.544432400500458,0.432280680244433,0.644954005495723,0.112151720256025
"156","Representative","14","IL",0.547345229090742,0.432733961355979,0.588151157591382,0.114611267734764
"157","Representative","15","IL",0.29598547161603,0.683433494197752,0.897219896587,-0.387448022581722
"158","Representative","16","IL",0.381084016930741,0.596194328950818,0.848236048068337,-0.215110312020077
"159","Representative","17","IL",0.527134587554269,0.449261336227689,0.67513095813055,0.0778732513265799
"160","Representative","1","IN",0.533701599079531,0.45014323619884,0.593710167956103,0.0835583628806913
"161","Representative","2","IN",0.377888159669154,0.603582024376774,0.759475135520136,-0.22569386470762
"162","Representative","3","IN",0.339789102086155,0.638768088376269,0.804853656822031,-0.298978986290114
"163","Representative","4","IN",0.342941542738818,0.634286624480517,0.813758792063633,-0.291345081741699
"164","Representative","5","IN",0.410264539941141,0.569649718983898,0.811204235841511,-0.159385179042757
"165","Representative","6","IN",0.329748109920056,0.6490148674231,0.809699329795517,-0.319266757503045
"166","Representative","7","IN",0.702910121718746,0.279232088709492,0.453001462963675,0.423678033009255
"167","Representative","8","IN",0.326639608784896,0.65496548957128,0.876931667610588,-0.328325880786384
"168","Representative","9","IN",0.353931875702446,0.627824848860251,0.869620981818375,-0.273892973157805
"169","Representative","1","KS",0.341181553083486,0.637088238470677,0.745538960066442,-0.295906685387191
"170","Representative","2","KS",0.406875872858871,0.569988895835472,0.697791604830694,-0.1631130229766
"171","Representative","3","KS",0.511591859076433,0.467090465764331,0.750398246354514,0.0445013933121019
"172","Representative","4","KS",0.379684676225105,0.597144783549717,0.696212234672621,-0.217460107324612
"173","Representative","1","KY",0.278651679007996,0.706396653918064,0.838365693573537,-0.427744974910068
"174","Representative","2","KY",0.308616887029479,0.674352838189652,0.835419962395402,-0.365735951160173
"175","Representative","3","KY",0.60233381157341,0.378850857416137,0.618747944333551,0.223482954157273
"176","Representative","4","KY",0.327435184765722,0.654478640085914,0.865603690145984,-0.327043455320192
"177","Representative","5","KY",0.19704123579103,0.79029667047405,0.937023035448678,-0.59325543468302
"178","Representative","6","KY",0.435274349933892,0.544771925958572,0.784862817788147,-0.10949757602468
"179","Representative","1","LA",0.293029543832919,0.688360040986905,0.670177052255149,-0.395330497153985
"180","Representative","2","LA",0.755756496855555,0.227697734003261,0.270501612099181,0.528058762852294
"181","Representative","3","LA",0.303089850150361,0.679613690640148,0.644122250491127,-0.376523840489787
"182","Representative","4","LA",0.371991321927487,0.612816364365309,0.556816469221326,-0.240825042437822
"183","Representative","5","LA",0.344259255561609,0.641044803792648,0.579213347812701,-0.296785548231039
"184","Representative","6","LA",0.322012065284684,0.659218171773452,0.624187961411179,-0.337206106488769
"185","Representative","1","MA",0.596176073974186,0.380331849658822,0.694153011830706,0.215844224315364
"186","Representative","2","MA",0.640254271397235,0.333410476746292,0.707913573276695,0.306843794650943
"187","Representative","3","MA",0.624098066254049,0.351075372264802,0.606535382062778,0.273022693989246
"188","Representative","4","MA",0.630245271337841,0.346874529404594,0.779143083562603,0.283370741933248
"189","Representative","5","MA",0.743691509135834,0.234931409702921,0.645706509145424,0.508760099432914
"190","Representative","6","MA",0.626300799165012,0.351517617453375,0.766767677931535,0.274783181711637
"191","Representative","7","MA",0.851500515239065,0.13038077115167,0.38670109665575,0.721119744087395
"192","Representative","8","MA",0.66556357344609,0.312723328381813,0.663152827671674,0.352840245064278
"193","Representative","9","MA",0.579664780148019,0.398576404005224,0.829667572224882,0.181088376142795
"194","Representative","1","MD",0.414822529275706,0.55932281385858,0.720520790736437,-0.144500284582874
"195","Representative","2","MD",0.589495900641286,0.382881625943664,0.593789644911312,0.206614274697622
"196","Representative","3","MD",0.611836018580215,0.358889117919169,0.570192022370431,0.252946900661045
"197","Representative","4","MD",0.892256146632286,0.086231872156618,0.106563004086548,0.806024274475668
"198","Representative","5","MD",0.670005534298337,0.307382563143481,0.437277396884492,0.362622971154855
"199","Representative","6","MD",0.535885244235737,0.438180252552535,0.600897351014662,0.0977049916832022
"200","Representative","7","MD",0.805366894552807,0.173749052251722,0.298667834478336,0.631617842301085
"201","Representative","8","MD",0.798550749839152,0.177695856197817,0.443022732840199,0.620854893641334
"202","Representative","1","ME",0.599868882642991,0.371815347705098,0.894474139690155,0.228053534937894
"203","Representative","2","ME",0.454850727095216,0.515983248548379,0.908668780645351,-0.0611325214531628
"204","Representative","1","MI",0.393412311066199,0.591206381286147,0.894452361760439,-0.197794070219948
"205","Representative","2","MI",0.35031779533257,0.632358439365615,0.878198238186728,-0.282040644033046
"206","Representative","3","MI",0.532740658291493,0.447807094349037,0.70149236407906,0.0849335639424564
"207","Representative","4","MI",0.471100626294802,0.5105488162669,0.750888200361477,-0.0394481899720981
"208","Representative","5","MI",0.370508897200499,0.612145134505172,0.845009450721973,-0.241636237304673
"209","Representative","6","MI",0.626821563455691,0.360089029872326,0.691477711722193,0.266732533583365
"210","Representative","7","MI",0.496092379413533,0.486621120594289,0.799032039193125,0.00947125881924377
"211","Representative","8","MI",0.502572167470469,0.482279070851099,0.734023108010665,0.0202930966193704
"212","Representative","9","MI",0.345575026086208,0.640072718666968,0.879372149860251,-0.29449769258076
"213","Representative","10","MI",0.488494261671502,0.498284201391716,0.727534706366467,-0.0097899397202143
"214","Representative","11","MI",0.59254668328055,0.394181679732793,0.683000072205145,0.198365003547756
"215","Representative","12","MI",0.736783276714818,0.251695974062181,0.459528382567104,0.485087302652638
"216","Representative","13","MI",0.74206353863487,0.246194606140269,0.367984415972854,0.495868932494601
"217","Representative","1","MN",0.442073554051939,0.533866013902039,0.824160849895768,-0.0917924598501002
"218","Representative","2","MN",0.523633564280216,0.452103985314147,0.752805224081468,0.0715295789660686
"219","Representative","3","MN",0.592968846766092,0.383942620431494,0.713796646904366,0.209026226334598
"220","Representative","4","MN",0.6758973456666,0.300786748441585,0.62225646000628,0.375110597225015
"221","Representative","5","MN",0.802561293661841,0.173715207461269,0.59939409402898,0.628846086200572
"222","Representative","6","MN",0.399718531835062,0.575667462713903,0.840531212148401,-0.175948930878841
"223","Representative","7","MN",0.324108041056206,0.655542865210891,0.881105322776008,-0.331434824154684
"224","Representative","8","MN",0.432527444394137,0.545332141765022,0.869704981831232,-0.112804697370885
"225","Representative","1","MO",0.783855648382354,0.200103092202737,0.404270280387437,0.583752556179617
"226","Representative","2","MO",0.452913592511746,0.530507617220432,0.841803099703131,-0.0775940247086863
"227","Representative","3","MO",0.359891958108664,0.621158036368748,0.845516556532409,-0.261266078260084
"228","Representative","4","MO",0.292111753506021,0.68824328051651,0.833155697433205,-0.396131527010489
"229","Representative","5","MO",0.621538812655122,0.358442929278521,0.578701368922903,0.263095883376601
"230","Representative","6","MO",0.305788142141867,0.676809323693487,0.86231224751873,-0.37102118155162
"231","Representative","7","MO",0.283836299166786,0.697751199323768,0.827891832875163,-0.413914900156982
"232","Representative","8","MO",0.236344050833129,0.74934140554692,0.868376997104102,-0.512997354713791
"233","Representative","1","MS",0.334207293320948,0.651101189584395,0.646567223048443,-0.316893896263446
"234","Representative","2","MS",0.624581099447066,0.363763189554563,0.31768467376901,0.260817909892503
"235","Representative","3","MS",0.372126191049051,0.615394426745592,0.592770693754052,-0.243268235696541
"236","Representative","4","MS",0.302604499796187,0.68246908834222,0.656989333005548,-0.379864588546034
"237","Representative","1","MT",0.452992586836977,0.521751490055243,0.8481937311847,-0.0687589032182666
"238","Representative","2","MT",0.353151640357998,0.621569740908093,0.814409541922072,-0.268418100550096
"239","Representative","1","NC",0.531121273298259,0.458223724458583,0.474040795526171,0.0728975488396754
"240","Representative","2","NC",0.633686953017043,0.347163845386151,0.569894765922237,0.286523107630892
"241","Representative","3","NC",0.365931612762714,0.619111401502777,0.643739187576274,-0.253179788740063
"242","Representative","4","NC",0.667741911581277,0.31784354939499,0.525532742365926,0.349898362186287
"243","Representative","5","NC",0.386885562195749,0.599430581390747,0.726694114018265,-0.212545019194997
"244","Representative","6","NC",0.554968298301768,0.431183869849748,0.513471106521652,0.123784428452019
"245","Representative","7","NC",0.429717794054287,0.556911205984881,0.614493523283057,-0.127193411930594
"246","Representative","8","NC",0.323411120568097,0.663501822939824,0.696128721648019,-0.340090702371727
"247","Representative","9","NC",0.452654192187745,0.532302393933275,0.556008539947859,-0.0796482017455297
"248","Representative","10","NC",0.296455353973724,0.691144300649218,0.757145922458997,-0.394688946675494
"249","Representative","11","NC",0.441463347431358,0.542812992225421,0.821938897985841,-0.101349644794063
"250","Representative","12","NC",0.642451440419031,0.34141750327368,0.406148287917862,0.301033937145351
"251","Representative","13","NC",0.499736649118342,0.482796509151758,0.589083642898333,0.0169401399665834
"252","Representative","14","NC",0.573278810712572,0.4096598972851,0.570742324698158,0.163618913427472
"253","Representative","1","NE",0.432796880583657,0.543412193679577,0.778765474395172,-0.110615313095919
"254","Representative","2","NE",0.521560601174378,0.458393866922957,0.678045475470561,0.0631667342514217
"255","Representative","3","NE",0.230773287994242,0.749115763607933,0.813928590546545,-0.518342475613691
"256","Representative","1","NH",0.52160476986493,0.462328682185924,0.872702406049097,0.0592760876790063
"257","Representative","2","NH",0.53571704918442,0.447414729117526,0.870489934883451,0.0883023200668938
"258","Representative","1","NJ",0.615488033081429,0.371042815499961,0.595294553634366,0.244445217581467
"259","Representative","2","NJ",0.468270662763517,0.518498928746402,0.635847743936251,-0.0502282659828843
"260","Representative","3","NJ",0.564004658268768,0.42286955712395,0.632764541967857,0.141135101144817
"261","Representative","4","NJ",0.381178999794811,0.605929041765375,0.804638995871762,-0.224750041970565
"262","Representative","5","NJ",0.555689915884782,0.431704362060753,0.591983114723144,0.123985553824029
"263","Representative","6","NJ",0.591918708190539,0.395037488214783,0.41770918414822,0.196881219975756
"264","Representative","7","NJ",0.510159029719599,0.473567910105356,0.707824159815264,0.0365911196142426
