"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","X2020.Election.Stance","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women","General.Election.Candidate","Gender.Num","White","White.Num","Black","Black.Num","Asian","Asian.Num","Latino","Latino.Num","Middle_Eastern","Middle_Eastern.Num","Native_American","Native_American.Num","Incumbent.Num","index"
"205","Norma J. Torres","Female","Latino (Guatemalan)",NA,"","Yes","No","California","6/7/22","Representative","35","37,554","93%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"205"
"206","Ted W. Lieu","Male","Asian (Taiwanese)",NA,"","Yes","No","California","6/7/22","Representative","36","122,969","95%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,1,"206"
"207","Sydney Kamlager","Female","Black","White","","No","No","California","6/7/22","Representative","37","42,628","48%","Made runoff","","","","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"207"
"208","Jan C. Perry","Female","Black",NA,"","No","No","California","6/7/22","Representative","37","17,993","20%","Made runoff","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"208"
"209","Linda T. Sánchez","Female","Latino (Mexican)",NA,"","Yes","No","California","6/7/22","Representative","38","58,586","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"209"
"210","Mark Takano","Male","Asian (Japanese)",NA,"","Yes","No","California","6/7/22","Representative","39","44,067","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,1,"210"
"211","Asif Mahmood","Male","Asian (Pakistani)",NA,"","No","No","California","6/7/22","Representative","40","74,607","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,0,"211"
"212","Will Rollins","Male","White",NA,"","No","No","California","6/7/22","Representative","41","45,923","66%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"212"
"213","Robert Garcia","Male","Latino (Peruvian)",NA,"","No","No","California","6/7/22","Representative","42","43,406","66%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"213"
"214","Maxine Waters","Female","Black",NA,"","Yes","No","California","6/7/22","Representative","43","55,889","95%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"214"
"215","Nanette Diaz Barragan","Female","Latino (Mexican)",NA,"","Yes","No","California","6/7/22","Representative","44","58,594","91%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"215"
"216","Jay F. Chen","Male","Asian (Taiwanese)",NA,"","No","No","California","6/7/22","Representative","45","58,721","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,0,"216"
"217","Lou Correa","Male","Latino (Mexican)",NA,"","Yes","No","California","6/7/22","Representative","46","37,311","80%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"217"
"218","Katie Porter","Female","White",NA,"","Yes","No","California","6/7/22","Representative","47","86,742","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"218"
"219","Stephen Houlahan","Male","White",NA,"","No","No","California","6/7/22","Representative","48","45,740","75%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"219"
"220","Mike Levin","Male","White",NA,"","Yes","No","California","6/7/22","Representative","49","92,211","95%","Won","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"220"
"221","Scott Peters","Male","White",NA,"","Yes","No","California","6/7/22","Representative","50","89,894","85%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"221"
"222","Sara Jacobs","Female","White",NA,"","Yes","No","California","6/7/22","Representative","51","91,329","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"222"
"223","Juan Vargas","Male","Latino (Mexican)",NA,"","Yes","No","California","6/7/22","Representative","52","56,827","85%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"223"
"224","Jennifer Lewis","Female","White",NA,"","No","No","Virginia","6/11/22","Representative","6","N/A","N/A","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"224"
"225","Chellie Pingree","Female","White",NA,"","Yes","No","Maine","6/14/22","Representative","1","43,007","94%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"225"
"226","Jared Golden","Male","White",NA,"","Yes","No","Maine","6/14/22","Representative","2","25,684","90%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"226"
"227","Catherine Cortez Masto","Female","White","Latino (Mexican)","","Yes","No","Nevada","6/14/22","Senator","N/A","159,694","91%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"227"
"228","Dina Titus","Female","White",NA,"","Yes","No","Nevada","6/14/22","Representative","1","33,565","80%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","No","N/A","No","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"228"
"229","Elizabeth Mercedes Krause","Female","Native American (Lakota)",NA,"","No","No","Nevada","6/14/22","Representative","2","22,072","49%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,0,"229"
"230","Susie Lee","Female","White",NA,"","Yes","No","Nevada","6/14/22","Representative","3","37,069","90%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"230"
"231","Steven A. Horsford","Male","Black",NA,"","Yes","No","Nevada","6/14/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"231"
"232","Krystle Matthews","Female","Black",NA,"","No","No","South Carolina","6/14/22","Senator","N/A","57,278","33%","Made runoff","25300","56%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"232"
"233","Annie Andrews","Female","White",NA,"","No","No","South Carolina","6/14/22","Representative","1","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"233"
"234","Judd Larkins","Male","White",NA,"","No","No","South Carolina","6/14/22","Representative","2","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"234"
"235","Ken Hill","Male","White",NA,"","No","No","South Carolina","6/14/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"235"
"236","Evangeline Hundley","Female","Black",NA,"","No","No","South Carolina","6/14/22","Representative","5","11,257","58%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"236"
"237","James E. ""Jim"" Clyburn","Male","Black",NA,"","Yes","No","South Carolina","6/14/22","Representative","6","48,729","88%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"237"
"238","Daryl W. Scott","Male","Black",NA,"","No","No","South Carolina","6/14/22","Representative","7","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"238"
"239","Katrina Christiansen","Female","White",NA,"","No","No","North Dakota","6/14/22","Senator","N/A","17,187","77%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"239"
"240","Mark Haugen","Male","White",NA,"","No","No","North Dakota","6/14/22","Representative","At-Large","21,897","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"240"
"241","Herbert C. ""Herb"" Jones Jr.","Male","Black",NA,"","No","No","Virginia","6/21/22","Representative","1","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"241"
"242","Elaine G. Luria","Female","White",NA,"","Yes","No","Virginia","6/21/22","Representative","2","1","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"242"
"243","Robert C. ""Bobby"" Scott","Male","Black",NA,"","Yes","No","Virginia","6/21/22","Representative","3","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"243"
"244","A. Donald McEachin","Male","Black",NA,"","Yes","No","Virginia","6/21/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"244"
"245","Joshua M. Throneburg","Male","White",NA,"","No","No","Virginia","6/21/22","Representative","5","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"245"
"246","Abigail A. Spanberger","Female","White",NA,"","Yes","No","Virginia","6/21/22","Representative","7","1","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"246"
"247","Donald S. Beyer Jr.","Male","White",NA,"","Yes","No","Virginia","6/21/22","Representative","8","39,062","77%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"247"
"248","Jennifer T. Wexton","Female","White",NA,"","Yes","No","Virginia","6/21/22","Representative","10","1","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"248"
"249","Gerald E. ""Gerry"" Connolly","Male","White",NA,"","Yes","No","Virginia","6/21/22","Representative","11","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"249"
"250","Michael Bennet","Male","Unknown",NA,"","Yes","No","Colorado","6/28/22","Senator","N/A","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"250"
"251","Diana DeGette","Female","White",NA,"","Yes","No","Colorado","6/28/22","Representative","1","79,391","81%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"251"
"252","Joe Neguse","Male","Black",NA,"","Yes","No","Colorado","6/28/22","Representative","2","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"252"
"253","Adam Frisch","Male","White",NA,"","No","No","Colorado","6/28/22","Representative","3","25,751","42%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"253"
"254","Ike McCorkle","Male","White",NA,"","No","No","Colorado","6/28/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"254"
"255","David Torres","Male","Latino (Puerto Rican)",NA,"","No","No","Colorado","6/28/22","Representative","5","24,413","55%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"255"
"256","Jason Crow","Male","White",NA,"","Yes","No","Colorado","6/28/22","Representative","6","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"256"
"257","Brittany Pettersen","Female","White",NA,"","No","No","Colorado","6/28/22","Representative","7","1","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"257"
"258","Yadira Caraveo","Female","Latino (Mexican)",NA,"","No","No","Colorado","6/28/22","Representative","8","1","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"258"
"259","Tammy Duckworth","Female","Asian (Thai)","White","","Yes","No","Illinois","6/28/22","Senator","N/A","1","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,1,"259"
"260","Jonathan L. Jackson","Male","Black",NA,"","No","No","Illinois","6/28/22","Representative","1","21,607","28%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A","Yes","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"260"
"261","Robin Kelly","Female","Black",NA,"","Yes","No","Illinois","6/28/22","Representative","2","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"261"
"262","Delia Ramirez","Female","Latino (Guatemalan)",NA,"","No","No","Illinois","6/28/22","Representative","3","37,296","66%","Won","N/A","N/A","N/A","Yes","N/A","Yes","N/A","Yes","N/A","Yes","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"262"
"263","Jesus ""Chuy"" Garcia","Male","Latino (Mexican)",NA,"","Yes","No","Illinois","6/28/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"263"
"264","Mike Quigley","Male","White",NA,"","Yes","No","Illinois","6/28/22","Representative","5","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"264"
"265","Sean Casten","Male","White",NA,"","Yes","Yes","Illinois","6/28/22","Representative","6","45,654","68%","Won","N/A","N/A","N/A","No","No","No","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"265"
"266","Danny K. Davis","Male","Black",NA,"","Yes","No","Illinois","6/28/22","Representative","7","39,320","52%","Won","N/A","N/A","N/A","N/A","No","No","N/A","N/A","No","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"266"
"267","Raja Krishnamoorthi","Male","Asian (Indian)",NA,"","Yes","No","Illinois","6/28/22","Representative","8","29,933","70%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,1,"267"
"268","Janice D. Schakowsky","Female","White",NA,"","Yes","No","Illinois","6/28/22","Representative","9","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"268"
"269","Brad Schneider","Male","White",NA,"","Yes","No","Illinois","6/28/22","Representative","10","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"269"
"270","Bill Foster","Male","White",NA,"","Yes","No","Illinois","6/28/22","Representative","11","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"270"
"271","Homer ""Chip"" Markel","Male","White",NA,"","No","No","Illinois","6/28/22","Representative","12","11,068","57%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"271"
"272","Nikki Budzinski","Female","White",NA,"","No","No","Illinois","6/28/22","Representative","13","31,593","76%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"272"
"273","Lauren Underwood","Female","Black",NA,"","Yes","No","Illinois","6/28/22","Representative","14","1","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"273"
"274","Paul J. Lange","Male","White",NA,"","No","No","Illinois","6/28/22","Representative","15","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"274"
"275","Eric Sorensen","Male","White",NA,"","No","No","Illinois","6/28/22","Representative","17","14,702","38%","Won","N/A","N/A","N/A","N/A","N/A","No","N/A","No","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"275"
"276","Charles E. Schumer","Male","White",NA,"","Yes","No","New York","6/28/22","Senator","N/A","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"276"
