"","Candidate","Gender","Race.1","Race.2","Race.3","Incumbent","Incumbent.Challenger","State","Primary.Date","Office","District","Primary.Votes","Primary..","Primary.Outcome","Runoff.Votes","Runoff..","Runoff.Outcome","EMILY.s.List","Justice.Dems","Indivisible","PCCC","Our.Revolution","Sunrise","Sanders","AOC","Party.Committee","Party","X2020.Election.Stance","Trump","Trump.Date","Club.for.Growth","Renew.America","E.PAC","VIEW.PAC","Maggie.s.List","Winning.for.Women","General.Election.Candidate","Gender.Num","White","White.Num","Black","Black.Num","Asian","Asian.Num","Latino","Latino.Num","Middle_Eastern","Middle_Eastern.Num","Native_American","Native_American.Num","Incumbent.Num","index"
"1","Jrmar ""JJ"" Jefferson","Male","Black",NA,"","No","No","Texas","3/1/22","Representative","1","7,411","45%","Made runoff","5,607","76%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"1"
"2","Robin Fulford","Female","White",NA,"","No","No","Texas","3/1/22","Representative","2","17,160","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"2"
"3","Sandeep Srivastava","Male","Asian (Indian)",NA,"","No","No","Texas","3/1/22","Representative","3","13,865","62%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,0,"3"
"4","Iro Omere","Female","Black",NA,"","No","No","Texas","3/1/22","Representative","4","16,404","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"4"
"5","Tartisha Hill","Female","Black",NA,"","No","No","Texas","3/1/22","Representative","5","10,689","53%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"5"
"6","Lizzie Fletcher","Female","White",NA,"","Yes","No","Texas","3/1/22","Representative","7","29,579","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"6"
"7","Laura Jones","Female","White",NA,"","No","No","Texas","3/1/22","Representative","8","14,496","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"7"
"8","Al Green","Male","Black",NA,"","Yes","No","Texas","3/1/22","Representative","9","42,782","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"8"
"9","Linda Nuno","Female","Latino",NA,"","No","No","Texas","3/1/22","Representative","10","20,537","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"9"
"10","Trey J. Hunt","Male","White","Black","","No","No","Texas","3/1/22","Representative","12","20,561","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"10"
"11","Kathleen Brown","Female","White",NA,"","No","No","Texas","3/1/22","Representative","13","10,807","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"11"
"12","Mikal Williams","Male","White",NA,"","No","No","Texas","3/1/22","Representative","14","10,691","50%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"12"
"13","Michelle Vallejo","Female","Latino (Mexican)",NA,"","No","No","Texas","3/1/22","Representative","15","6,570","20%","Made runoff","6,079","50%","Won","Yes (runoff only)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"13"
"14","Veronica Escobar","Female","Latino (Mexican)",NA,"","Yes","No","Texas","3/1/22","Representative","16","30,954","88%","Won","N/A","N/A","N/A","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"14"
"15","Mary Jo Woods","Female","White",NA,"","No","No","Texas","3/1/22","Representative","17","17,085","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"15"
"16","Sheila Jackson Lee","Female","Black",NA,"","Yes","No","Texas","3/1/22","Representative","18","35,194","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"16"
"17","Joaquin Castro","Male","Latino (Mexican)",NA,"","Yes","No","Texas","3/1/22","Representative","20","33,214","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"17"
"18","Claudia Andreana Zapata","Female","Latino",NA,"","No","No","Texas","3/1/22","Representative","21","16,604","47%","Made runoff","13,886","63%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"18"
"19","Jamie Kaye Jordan","Female","White",NA,"","No","No","Texas","3/1/22","Representative","22","20,818","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"19"
"20","John Lira","Male","Latino (Mexican)",NA,"","No","No","Texas","3/1/22","Representative","23","19,816","56%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"20"
"21","Jan McDowell","Female","White",NA,"","No","No","Texas","3/1/22","Representative","24","11,467","39%","Made runoff","7,118","51%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"21"
"22","Maclovio Perez Jr.","Male","Latino",NA,"","No","No","Texas","3/1/22","Representative","27","13,044","59%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"22"
"23","Henry Cuellar","Male","Latino (Mexican)",NA,"","Yes","No","Texas","3/1/22","Representative","28","23,988","49%","Made runoff","22,895","50%","Won","No","No","No","No","No","No","No","No","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"23"
"24","Sylvia Garcia","Female","Latino (Mexican)",NA,"","Yes","No","Texas","3/1/22","Representative","29","19,402","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"24"
"25","Jasmine Crockett","Female","Black",NA,"","No","No","Texas","3/1/22","Representative","30","26,798","48%","Made runoff","17,462","61%","Won","N/A","N/A","N/A","N/A","Yes","N/A","Yes","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"25"
"26","Colin Allred","Male","Black",NA,"","Yes","No","Texas","3/1/22","Representative","32","31,805","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"26"
"27","Marc Veasey","Male","Black",NA,"","Yes","No","Texas","3/1/22","Representative","33","16,806","70%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"27"
"28","Vicente Gonzalez","Male","Latino",NA,"","Yes","No","Texas","3/1/22","Representative","34","23,531","65%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,1,"28"
"29","Greg Casar","Male","Latino (Mexican)",NA,"","No","No","Texas","3/1/22","Representative","35","25,505","61%","Won","N/A","N/A","N/A","N/A","Yes","Yes","N/A","Yes","Yes","Yes","Yes","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"29"
"30","Jon Haire","Male","White",NA,"","No","No","Texas","3/1/22","Representative","36","16,589","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"30"
"31","Lloyd Doggett","Male","White",NA,"","Yes","No","Texas","3/1/22","Representative","37","60,007","79%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"31"
"32","Duncan F. Klussmann","Male","White",NA,"","No","No","Texas","3/1/22","Representative","38","8,698","39%","Made runoff","6,449","61%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"32"
"33","Thomas M. McDermott Jr.","Male","White",NA,"","No","No","Indiana","5/3/22","Senator","N/A","173,466","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"33"
"34","Frank J. Mrvan","Male","White",NA,"","Yes","No","Indiana","5/3/22","Representative","1","34,489","86%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"34"
"35","Paul D. Steury","Male","White",NA,"","No","No","Indiana","5/3/22","Representative","2","11,708","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"35"
"36","Gary L. Snyder","Male","White",NA,"","No","No","Indiana","5/3/22","Representative","3","6,794","56%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"36"
"37","Roger D. Day","Male","White",NA,"","No","No","Indiana","5/3/22","Representative","4","5,680","68%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"37"
"38","Jeannine Lee Lake","Female","Black",NA,"","No","No","Indiana","5/3/22","Representative","5","10,192","60%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"38"
"39","Cynthia ""Cinde"" Wirth","Female","White",NA,"","No","No","Indiana","5/3/22","Representative","6","9,057","73%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"39"
"40","André D. Carson","Male","Black",NA,"","Yes","No","Indiana","5/3/22","Representative","7","36,242","94%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"40"
"41","Ray McCormick","Male","White",NA,"","No","No","Indiana","5/3/22","Representative","8","16,465","70%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"41"
"42","Matthew Fyfe","Male","White",NA,"","No","No","Indiana","5/3/22","Representative","9","12,240","57%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"42"
"43","Tim Ryan","Male","White",NA,"","No","No","Ohio","5/3/22","Senator","N/A","359,941","70%","Won","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"43"
"44","Greg Landsman","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","1","28,330","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"44"
"45","Samantha Meadows","Female","White ",NA,"","No","No","Ohio","5/3/22","Representative","2","11,694","72%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"45"
"46","Joyce Beatty","Female","Black",NA,"","Yes","No","Ohio","5/3/22","Representative","3","48,241","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"46"
"47","Tamie Wilson","Female","Black","White","","No","No","Ohio","5/3/22","Representative","4","10,804","52%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"47"
"48","Craig Swartz","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","5","14,590","55%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"48"
"49","Louis G. Lyras","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","6","9,056","41%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"49"
"50","Matthew Diemer","Male","White","Black","","No","No","Ohio","5/3/22","Representative","7","12,636","63%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"50"
"51","Vanessa Enoch","Female","Black",NA,"","No","No","Ohio","5/3/22","Representative","8","18,290","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"51"
"52","Marcy Kaptur","Female","White",NA,"","Yes","No","Ohio","5/3/22","Representative","9","32,968","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"52"
"53","David Esrati","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","10","10,473","31%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"53"
"54","Shontel Brown","Female","Black",NA,"","Yes","No","Ohio","5/3/22","Representative","11","44,841","66%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","N/A","No","No","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"54"
"55","Amy Rippel-Elton","Female","White",NA,"","No","No","Ohio","5/3/22","Representative","12","12,712","57%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"55"
"56","Emilia Sykes","Female","Black",NA,"","No","No","Ohio","5/3/22","Representative","13","36,245","100%","Won","N/A","N/A","N/A","Yes","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"56"
"57","Matt Kilboy","Male","White",NA,"","No","No","Ohio","5/3/22","Representative","14","34,499","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"57"
"58","Gary Josephson","Male","Unknown",NA,"","No","No","Ohio","5/3/22","Representative","15","9,030","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"58"
"59","Lacy Watson","Male","Black",NA,"","No","No","West Virginia","5/10/22","Representative","1","32,686","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"59"
"60","Barry Lee Wendell","Male","White",NA,"","No","No","West Virginia","5/10/22","Representative","2","22,139","57%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"60"
"61","Patty Pansing Brooks","Female","White",NA,"","No","No","Nebraska","5/10/22","Representative","1","31,808","87%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"61"
"62","Tony Vargas","Male","Latino (Peruvian)",NA,"","No","No","Nebraska","5/10/22","Representative","2","31,930","69%","Won","N/A","N/A","N/A","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,TRUE,1,FALSE,0,FALSE,0,0,"62"
"63","David J. Else","Male","White",NA,"","No","No","Nebraska","5/10/22","Representative","3","8,701","52%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"63"
"64","Charles Booker","Male","Black",NA,"","No","No","Kentucky","5/17/22","Senator","N/A","214,245","73%","Won","N/A","N/A","N/A","N/A","N/A","Yes","Yes","N/A","Yes","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,FALSE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"64"
"65","Jimmy C. Ausbrooks","Male","White",NA,"","No","No","Kentucky","5/17/22","Representative","1","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"65"
"66","Hank Linderman","Male","White",NA,"","No","No","Kentucky","5/17/22","Representative","2","20,174","58%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"66"
"67","Morgan McGarvey","Male","White",NA,"","No","No","Kentucky","5/17/22","Representative","3","52,157","63%","Won","N/A","N/A","N/A","N/A","N/A","N/A","No","No","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"67"
"68","Matthew Lehman","Male","White",NA,"","No","No","Kentucky","5/17/22","Representative","4","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"68"
"69","Conor Halbleib","Male","White",NA,"","No","No","Kentucky","5/17/22","Representative","5","1","100%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"69"
"70","Geoffrey M. ""Geoff"" Young","Male","White",NA,"","No","No","Kentucky","5/17/22","Representative","6","25,722","52%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,0,"70"
"71","Ron Wyden","Male","White",NA,"","Yes","No","Oregon","5/17/22","Senator","N/A","439,665","89%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"71"
"72","Suzanne Bonamici","Female","White",NA,"","Yes","No","Oregon","5/17/22","Representative","1","80,317","88%","Won","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","DEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,1,"72"
